customer_id,idade,renda,plano,tempo_cliente,qtd_chamados,atraso_pagamento,churn
1506,30,5521,basic,41,4,0,0
1507,65,14329,enterprise,33,0,0,0
1508,42,8356,basic,11,2,0,0
1509,62,10772,basic,50,9,0,1
1510,53,2485,basic,39,7,0,1
1511,35,5587,premium,31,0,0,0
1512,29,12452,basic,28,0,0,0
1513,56,3141,basic,33,3,0,0
1514,35,3318,premium,50,4,0,0
1515,30,12527,basic,43,4,0,0
1516,66,6013,basic,29,6,0,1
1517,43,5560,premium,40,1,0,0
1518,20,9349,premium,55,0,0,0
1519,43,4533,basic,20,6,0,1
1520,41,2558,basic,54,8,0,1
1521,62,2057,enterprise,36,1,1,1
1522,55,3031,basic,11,3,0,0
1523,27,4060,basic,58,6,0,1
1524,25,11049,basic,41,1,0,0
1525,49,5873,basic,23,8,0,1
1526,20,2933,enterprise,13,2,0,0
1527,34,2187,basic,55,5,0,0
1528,25,8202,basic,49,3,0,0
1529,19,12921,basic,3,6,0,1
1530,65,6403,basic,38,1,0,0
1531,22,2830,basic,7,0,0,0
1532,18,4965,enterprise,18,5,0,0
1533,66,8491,premium,34,8,0,1
1534,27,4454,basic,15,6,1,1
1535,60,14720,basic,31,7,0,1
1536,19,11924,basic,26,4,0,0
1537,25,6479,basic,35,1,0,0
1538,23,14370,basic,48,4,1,1
1539,54,6225,basic,10,9,0,1
1540,50,3822,premium,47,7,0,1
1541,42,14197,premium,14,7,1,1
1542,30,14475,basic,2,3,0,0
1543,22,6064,enterprise,27,5,0,0
1544,47,9731,basic,18,6,1,1
1545,29,4252,basic,11,6,1,1
1546,48,10341,premium,25,8,0,1
1547,53,10971,basic,52,6,0,1
1548,62,11229,basic,35,2,0,0
1549,43,9393,premium,43,2,0,0
1550,18,11153,basic,9,6,0,1
1551,32,9215,premium,5,8,0,1
1552,62,12657,basic,20,9,0,1
1553,45,4334,premium,46,6,0,1
1554,50,8285,basic,53,5,1,1
1555,41,7413,basic,7,8,0,1
1556,26,8933,basic,29,9,0,1
1557,64,3847,premium,24,0,0,0
1558,58,6209,basic,44,3,0,0
1559,69,14403,premium,13,3,0,0
1560,62,3368,basic,29,5,0,0
1561,33,10258,basic,51,2,0,0
1562,31,10640,basic,28,3,0,0
1563,30,8168,basic,47,0,0,0
1564,65,2436,enterprise,37,0,0,0
1565,46,2446,basic,36,4,1,1
1566,41,5583,premium,16,9,0,1
1567,68,3332,basic,59,2,0,0
1568,49,3224,basic,15,2,0,0
1569,65,4081,premium,55,2,1,1
1570,69,4479,premium,59,9,0,1
1571,22,12900,premium,31,6,0,1
1572,36,10303,basic,52,6,0,1
1573,56,2395,premium,43,1,0,0
1574,60,10170,premium,44,9,0,1
1575,25,3777,basic,5,1,1,1
1576,34,7473,premium,9,9,0,1
1577,46,2494,basic,5,9,0,1
1578,59,3172,premium,2,5,0,0
1579,23,3723,enterprise,50,8,0,1
1580,49,7633,enterprise,11,9,0,1
1581,33,8020,premium,1,5,0,0
1582,29,6585,premium,56,7,1,1
1583,44,10062,premium,17,5,0,0
1584,39,11365,basic,49,5,0,0
1585,51,11473,basic,57,3,1,1
1586,34,9527,basic,31,6,0,1
1587,60,9092,basic,55,2,0,0
1588,22,8390,enterprise,58,1,1,1
1589,62,5093,premium,9,2,0,0
1590,19,8330,basic,9,0,0,0
1591,56,2131,basic,22,9,1,1
1592,36,14561,premium,33,2,0,0
1593,37,6811,basic,47,7,0,1
1594,18,11831,premium,11,4,0,0
1595,54,14437,enterprise,12,3,0,0
1596,26,8460,basic,19,2,0,0
1597,52,13203,basic,17,8,0,1
1598,55,8229,basic,56,5,0,0
1599,61,3719,basic,24,4,0,0
1600,54,2344,basic,52,6,0,1
1601,33,3763,basic,4,8,0,1
1602,56,14252,basic,7,6,0,1
1603,60,8176,basic,48,4,0,0
1604,34,6149,basic,15,8,0,1
1605,24,7798,premium,5,8,0,1
1606,64,5327,basic,36,9,0,1
1607,25,13317,premium,9,0,1,1
1608,48,14992,basic,4,8,0,1
1609,30,3103,basic,24,1,0,0
1610,24,11342,basic,33,6,1,1
1611,58,6362,premium,32,6,0,1
1612,25,2615,basic,35,2,0,0
1613,52,13988,basic,2,0,0,0
1614,54,2804,basic,18,9,0,1
1615,21,4676,enterprise,21,8,0,1
1616,26,2331,basic,18,1,0,0
1617,59,8126,basic,33,6,0,1
1618,44,9795,premium,14,1,1,1
1619,24,6168,basic,38,5,0,0
1620,69,2930,basic,56,3,0,0
1621,31,3510,premium,39,7,0,1
1622,18,14134,basic,23,5,0,0
1623,66,12476,basic,26,4,0,0
1624,18,14179,basic,35,6,0,1
1625,46,8900,basic,43,4,0,0
1626,69,9098,enterprise,18,0,0,0
1627,48,12217,premium,3,5,0,0
1628,48,10016,basic,42,7,0,1
1629,38,7673,basic,40,4,0,0
1630,24,5794,premium,6,1,0,0
1631,47,8311,premium,37,0,0,0
1632,64,2831,basic,5,2,0,0
1633,22,4501,premium,38,7,0,1
1634,63,11586,basic,44,3,0,0
1635,39,13284,premium,1,9,0,1
1636,45,3323,basic,43,3,0,0
1637,26,3259,basic,8,4,1,1
1638,50,3112,premium,16,7,0,1
1639,27,12290,premium,42,6,0,1
1640,32,6045,basic,21,0,0,0
1641,55,6247,basic,58,0,0,0
1642,20,2162,premium,57,1,0,0
1643,41,14643,basic,59,8,0,1
1644,48,7642,basic,7,0,0,0
1645,24,12366,premium,11,0,0,0
1646,33,11199,basic,11,7,0,1
1647,35,3843,basic,35,6,0,1
1648,52,12417,basic,26,9,0,1
1649,68,9153,enterprise,45,2,0,0
1650,61,9855,basic,17,6,1,1
1651,27,4604,premium,12,1,0,0
1652,18,13009,enterprise,39,5,0,0
1653,20,14111,premium,37,1,0,0
1654,48,7284,basic,41,9,0,1
1655,26,3202,basic,19,4,0,0
1656,30,13034,basic,32,2,0,0
1657,62,13536,basic,55,9,0,1
1658,63,8584,enterprise,37,0,0,0
1659,61,9528,premium,56,7,0,1
1660,31,4899,basic,26,5,0,0
1661,50,2877,basic,3,6,0,1
1662,49,14273,premium,45,2,1,1
1663,27,8278,basic,28,8,0,1
1664,46,5574,premium,3,4,0,0
1665,45,11012,basic,9,4,0,0
1666,38,2340,premium,19,4,0,0
1667,57,3039,premium,12,2,0,0
1668,53,5154,basic,41,3,0,0
1669,45,7858,basic,37,1,0,0
1670,55,6766,premium,20,4,0,0
1671,57,4435,basic,5,4,1,1
1672,47,6567,basic,5,3,1,1
1673,31,6340,basic,56,9,0,1
1674,57,8820,basic,21,1,0,0
1675,55,9315,premium,7,9,0,1
1676,69,13480,basic,42,8,1,1
1677,25,12488,basic,52,0,0,0
1678,39,5800,premium,8,7,0,1
1679,66,13734,basic,56,2,1,1
1680,44,8770,basic,43,0,0,0
1681,67,4439,premium,15,8,0,1
1682,18,6421,premium,46,1,0,0
1683,19,11642,basic,25,2,0,0
1684,59,12683,premium,38,0,0,0
1685,36,6863,basic,8,1,0,0
1686,45,4048,basic,15,0,0,0
1687,40,4494,enterprise,46,8,1,1
1688,39,3345,premium,48,0,0,0
1689,66,11083,basic,1,7,0,1
1690,22,8538,basic,13,1,0,0
1691,58,7865,basic,36,9,0,1
1692,64,10734,basic,54,8,0,1
1693,52,12772,premium,40,6,0,1
1694,38,12341,premium,42,8,0,1
1695,26,3782,basic,23,2,1,1
1696,53,9665,basic,4,7,0,1
1697,42,13472,basic,46,2,0,0
1698,25,12060,basic,48,6,0,1
1699,36,6282,premium,27,9,0,1
1700,68,7105,basic,30,7,1,1
1701,31,13572,basic,14,2,0,0
1702,27,2427,premium,27,7,0,1
1703,53,8830,enterprise,15,8,0,1
1704,28,3509,basic,25,8,0,1
1705,65,13629,basic,8,7,0,1
1706,62,2503,basic,36,7,0,1
1707,69,2304,basic,15,7,0,1
1708,65,6276,basic,43,7,0,1
1709,30,4602,premium,31,1,0,0
1710,29,8441,basic,53,8,0,1
1711,35,5894,basic,14,1,0,0
1712,42,6632,premium,17,5,0,0
1713,63,9343,basic,15,3,0,0
1714,56,9287,premium,38,2,0,0
1715,51,14154,premium,7,2,0,0
1716,63,8247,premium,41,0,0,0
1717,51,9335,premium,49,4,0,0
1718,37,10813,premium,40,4,0,0
1719,39,4265,premium,8,4,0,0
1720,44,10670,basic,30,0,0,0
1721,22,13204,basic,32,6,0,1
1722,56,6134,basic,24,1,0,0
1723,51,4318,basic,28,8,0,1
1724,56,6500,basic,45,0,0,0
1725,45,5575,basic,50,0,0,0
1726,58,9606,basic,18,3,0,0
1727,67,13228,basic,20,4,1,1
1728,47,9753,basic,13,9,0,1
1729,41,3631,premium,24,5,1,1
1730,23,6091,basic,33,3,0,0
1731,58,10961,premium,43,8,0,1
1732,65,6294,basic,16,2,0,0
1733,54,9623,premium,13,8,0,1
1734,63,11022,premium,2,4,0,0
1735,62,6279,basic,6,3,0,0
1736,59,10416,enterprise,4,3,1,1
1737,44,7175,basic,13,0,0,0
1738,23,3755,basic,42,6,1,1
1739,18,6838,premium,46,5,0,0
1740,28,7733,basic,58,6,0,1
1741,40,2031,basic,33,6,0,1
1742,56,13605,basic,27,0,0,0
1743,41,8862,basic,54,8,1,1
1744,19,2471,basic,9,5,0,0
1745,28,13283,basic,38,6,0,1
1746,68,13117,basic,49,0,0,0
1747,69,2156,premium,30,7,0,1
1748,37,4121,basic,16,6,1,1
1749,59,6729,basic,37,3,0,0
1750,55,8594,premium,59,9,0,1
1751,66,11434,basic,14,6,0,1
1752,64,7516,basic,34,9,0,1
1753,50,9952,premium,3,8,0,1
1754,38,2131,enterprise,14,2,0,0
1755,50,10561,basic,46,9,0,1
1756,34,13900,basic,30,7,0,1
1757,36,8840,premium,12,1,0,0
1758,49,7914,premium,20,7,0,1
1759,47,5862,basic,8,4,0,0
1760,48,14405,basic,46,8,1,1
1761,38,2431,basic,56,1,1,1
1762,39,5727,basic,7,2,0,0
1763,18,3803,enterprise,15,3,0,0
1764,49,13261,premium,51,4,0,0
1765,47,8273,basic,52,6,1,1
1766,66,13991,premium,46,2,1,1
1767,44,10647,premium,43,7,0,1
1768,42,9238,basic,51,0,0,0
1769,21,8727,premium,23,3,0,0
1770,28,4634,basic,53,6,0,1
1771,35,9306,basic,53,2,1,1
1772,37,10908,basic,14,4,1,1
1773,36,14549,basic,5,6,1,1
1774,38,9136,enterprise,31,2,0,0
1775,57,14204,basic,45,9,0,1
1776,24,14278,basic,51,8,1,1
1777,35,8793,basic,9,9,0,1
1778,26,7710,basic,23,4,0,0
1779,34,3855,basic,46,3,0,0
1780,53,5490,premium,4,9,0,1
1781,20,13428,basic,43,7,0,1
1782,35,3797,basic,18,7,1,1
1783,19,7161,premium,2,1,0,0
1784,67,11082,basic,15,8,0,1
1785,55,5128,premium,44,5,0,0
1786,30,14663,basic,52,7,0,1
1787,28,10443,basic,5,8,0,1
1788,23,2368,premium,28,1,0,0
1789,42,5213,premium,12,0,0,0
1790,57,11625,premium,41,0,0,0
1791,48,13221,basic,47,6,0,1
1792,63,14050,basic,57,9,0,1
1793,35,13065,premium,21,0,0,0
1794,32,2972,basic,18,1,0,0
1795,42,11485,premium,19,4,0,0
1796,28,3432,basic,45,3,0,0
1797,68,2995,premium,27,1,0,0
1798,27,10995,basic,2,6,0,1
1799,42,8216,basic,56,9,0,1
1800,45,10423,basic,7,2,0,0
1801,20,13069,basic,55,0,0,0
1802,42,2894,premium,10,2,0,0
1803,41,8857,basic,32,1,0,0
1804,31,12847,basic,19,4,0,0
1805,24,7723,premium,41,1,0,0
1806,20,8804,premium,24,3,1,1
1807,18,8472,basic,22,1,0,0
1808,43,13793,enterprise,29,6,0,1
1809,22,2648,basic,58,4,0,0
1810,67,13413,premium,15,0,0,0
1811,30,12612,basic,13,0,1,1
1812,51,12562,basic,4,4,1,1
1813,53,7359,basic,44,5,0,0
1814,43,8706,basic,40,1,0,0
1815,63,6796,basic,36,3,1,1
1816,23,5272,basic,2,6,0,1
1817,30,13380,premium,47,4,1,1
1818,31,8577,basic,48,1,0,0
1819,25,11403,basic,56,3,1,1
1820,33,3310,enterprise,55,1,0,0
1821,34,12256,premium,16,9,0,1
1822,57,10564,enterprise,42,8,1,1
1823,33,14968,basic,24,3,0,0
1824,63,3741,basic,36,2,1,1
1825,58,9020,basic,20,1,0,0
1826,64,8645,basic,39,7,0,1
1827,23,8999,basic,57,9,0,1
1828,69,2706,premium,39,2,0,0
1829,49,8150,premium,55,6,0,1
1830,69,5893,premium,55,2,0,0
1831,36,10025,basic,8,9,0,1
1832,67,5017,premium,57,2,0,0
1833,48,7655,basic,49,0,0,0
1834,21,10060,enterprise,26,8,0,1
1835,39,2832,basic,36,9,1,1
1836,25,12228,basic,37,3,0,0
1837,66,11304,basic,47,9,0,1
1838,33,2744,premium,48,2,0,0
1839,29,2841,enterprise,7,2,0,0
1840,46,13053,premium,1,5,1,1
1841,40,5683,premium,15,6,0,1
1842,23,13189,enterprise,32,3,0,0
1843,60,8490,premium,51,7,0,1
1844,61,6449,basic,39,7,0,1
1845,56,5556,premium,9,1,0,0
1846,50,10567,basic,43,9,0,1
1847,38,3426,basic,28,1,0,0
1848,46,7233,basic,22,5,0,0
1849,45,6496,basic,46,4,0,0
1850,26,4004,enterprise,18,4,0,0
1851,22,6586,enterprise,37,1,0,0
1852,31,8872,basic,11,3,0,0
1853,41,10808,premium,23,0,0,0
1854,26,3122,basic,33,9,0,1
1855,23,13341,basic,37,1,0,0
1856,62,13420,basic,55,4,0,0
1857,37,10995,basic,18,2,0,0
1858,48,14015,basic,53,1,0,0
1859,45,7563,basic,49,3,0,0
1860,56,12680,basic,22,9,0,1
1861,56,11454,basic,9,4,0,0
1862,33,9312,enterprise,16,9,1,1
1863,62,4333,basic,39,8,0,1
1864,37,9248,basic,47,4,0,0
1865,61,13717,basic,37,9,1,1
1866,39,14799,basic,43,3,0,0
1867,23,7824,basic,6,5,0,0
1868,57,5222,basic,30,6,0,1
1869,19,11717,premium,52,5,0,0
1870,58,2987,basic,23,8,0,1
1871,20,3964,premium,54,1,1,1
1872,28,9305,basic,8,4,0,0
1873,49,14872,basic,58,6,0,1
1874,66,6274,basic,47,3,1,1
1875,39,7763,basic,37,8,0,1
1876,24,6190,basic,37,3,0,0
1877,30,7726,basic,56,3,0,0
1878,64,2092,basic,23,3,0,0
1879,55,9731,premium,10,6,0,1
1880,23,9751,basic,55,1,0,0
1881,38,6102,basic,7,1,0,0
1882,31,5432,premium,39,7,0,1
1883,27,11900,basic,16,2,0,0
1884,62,4442,premium,55,1,0,0
1885,50,2611,enterprise,58,2,0,0
1886,27,2525,enterprise,28,3,0,0
1887,51,13462,basic,32,0,0,0
1888,39,6736,basic,27,8,1,1
1889,21,3323,premium,26,1,0,0
1890,41,13426,premium,56,4,0,0
1891,27,3932,premium,17,2,0,0
1892,30,6376,basic,57,2,0,0
1893,63,2268,basic,39,0,0,0
1894,54,10827,basic,57,9,0,1
1895,24,11090,basic,37,9,0,1
1896,62,11835,basic,49,1,0,0
1897,47,5419,enterprise,29,1,0,0
1898,63,6265,basic,28,8,1,1
1899,56,14195,premium,16,4,1,1
1900,35,12681,enterprise,13,0,0,0
1901,45,2483,basic,3,1,0,0
1902,45,10994,basic,23,4,0,0
1903,55,12565,premium,59,5,0,0
1904,30,9270,basic,56,6,1,1
1905,35,10318,basic,41,1,0,0
1906,30,2012,premium,22,3,0,0
1907,33,2390,premium,31,2,0,0
1908,26,2456,premium,45,5,1,1
1909,19,4066,enterprise,1,3,0,0
1910,66,14881,basic,55,2,0,0
1911,21,10246,premium,52,8,0,1
1912,64,12169,premium,58,5,0,0
1913,18,5842,premium,6,4,0,0
1914,58,14188,premium,56,1,0,0
1915,35,4585,premium,37,0,0,0
1916,44,13729,premium,33,7,0,1
1917,32,2400,basic,11,9,0,1
1918,43,2265,premium,30,5,0,0
1919,41,3025,basic,22,0,0,0
1920,45,12294,basic,59,4,0,0
1921,38,5347,premium,21,2,0,0
1922,45,7864,premium,13,0,0,0
1923,60,8127,basic,56,1,0,0
1924,40,12264,basic,12,4,0,0
1925,36,6533,basic,54,4,0,0
1926,24,2087,basic,57,5,1,1
1927,36,7024,basic,19,6,1,1
1928,24,5746,enterprise,41,2,0,0
1929,27,11501,basic,48,2,0,0
1930,67,11767,enterprise,32,6,0,1
1931,22,3195,basic,42,1,1,1
1932,43,12309,premium,8,0,0,0
1933,61,2916,basic,31,8,0,1
1934,67,10056,premium,31,2,0,0
1935,25,7060,premium,34,1,0,0
1936,26,5916,premium,56,7,0,1
1937,37,8281,enterprise,49,5,0,0
1938,46,6034,basic,36,1,0,0
1939,67,12320,basic,24,8,1,1
1940,28,14567,basic,24,2,0,0
1941,26,12605,premium,2,6,1,1
1942,31,7709,basic,33,6,0,1
1943,63,8542,basic,15,8,0,1
1944,19,7812,basic,53,7,1,1
1945,37,12316,basic,46,7,1,1
1946,24,9180,premium,54,0,0,0
1947,26,8085,premium,59,9,1,1
1948,65,7323,premium,24,1,0,0
1949,18,6875,premium,26,2,0,0
1950,34,9184,premium,36,4,0,0
1951,65,10956,basic,26,2,1,1
1952,49,7620,enterprise,17,5,0,0
1953,21,12486,basic,42,0,1,1
1954,42,12747,premium,27,4,0,0
1955,68,7578,premium,56,3,0,0
1956,38,13817,basic,13,6,0,1
1957,45,4249,basic,27,5,0,0
1958,45,14117,basic,32,7,0,1
1959,52,5823,basic,54,1,0,0
1960,27,9335,enterprise,35,9,0,1
1961,61,5686,basic,5,3,1,1
1962,69,7747,basic,20,3,0,0
1963,25,6420,basic,53,5,0,0
1964,60,11168,basic,17,1,1,1
1965,60,3055,basic,21,8,0,1
1966,56,12898,basic,9,2,0,0
1967,37,13749,basic,43,9,0,1
1968,42,9318,basic,9,1,0,0
1969,61,9114,basic,22,8,0,1
1970,25,11099,basic,42,3,0,0
1971,61,4587,premium,53,6,0,1
1972,65,11746,basic,14,8,1,1
1973,53,4842,basic,20,1,1,1
1974,35,10793,enterprise,7,3,0,0
1975,47,5972,basic,26,9,1,1
1976,20,11699,basic,59,1,0,0
1977,66,12283,premium,18,1,0,0
1978,35,4712,basic,16,5,0,0
1979,20,10026,premium,24,0,1,1
1980,59,8478,premium,53,9,1,1
1981,52,5822,enterprise,33,9,0,1
1982,50,9647,enterprise,36,1,0,0
1983,20,14904,basic,47,1,0,0
1984,57,2032,premium,43,7,0,1
1985,51,14439,basic,36,5,0,0
1986,59,13127,premium,34,8,0,1
1987,61,8881,basic,32,9,0,1
1988,29,9930,basic,11,4,0,0
1989,28,6799,basic,25,2,0,0
1990,66,3678,basic,50,6,0,1
1991,45,9429,basic,3,6,0,1
1992,40,12612,basic,49,4,0,0
1993,32,5004,enterprise,34,2,0,0
1994,51,11321,basic,21,2,0,0
1995,57,11724,premium,7,5,0,0
1996,18,11857,premium,46,4,0,0
1997,46,6420,premium,1,4,1,1
1998,69,7096,basic,33,0,0,0
1999,32,7410,premium,10,8,0,1
2000,32,13104,premium,54,7,0,1
2001,63,13705,premium,11,9,0,1
2002,21,7382,enterprise,48,8,0,1
2003,38,14609,basic,34,6,0,1
2004,41,9416,basic,3,3,1,1
2005,59,7005,premium,43,6,0,1
2006,24,2008,basic,52,5,0,0
2007,40,9943,premium,14,9,0,1
2008,25,10383,basic,58,2,0,0
2009,58,14588,basic,48,0,0,0
2010,50,11336,basic,44,1,0,0
2011,43,2385,basic,20,1,0,0
2012,38,9372,enterprise,8,6,0,1
2013,25,11656,basic,26,1,1,1
2014,65,8455,premium,48,1,0,0
2015,51,7581,basic,35,3,0,0
2016,34,12529,enterprise,39,7,0,1
2017,39,9947,basic,47,4,0,0
2018,55,10857,basic,20,2,0,0
2019,55,8033,basic,3,2,0,0
2020,41,5614,basic,53,8,0,1
2021,33,8748,enterprise,37,4,0,0
2022,52,14467,enterprise,34,3,0,0
2023,52,9834,basic,34,7,0,1
2024,49,11194,basic,51,3,0,0
2025,21,3613,basic,46,3,0,0
2026,42,14843,basic,40,7,0,1
2027,49,5181,basic,47,3,1,1
2028,67,14626,basic,18,5,0,0
2029,45,7794,premium,42,6,0,1
2030,35,13945,premium,58,2,0,0
2031,46,13593,basic,14,1,0,0
2032,27,11819,basic,34,8,0,1
2033,22,13913,basic,41,2,0,0
2034,53,9922,basic,31,3,0,0
2035,69,13034,basic,58,5,0,0
2036,61,4238,premium,24,1,0,0
2037,48,2913,basic,13,0,1,1
2038,20,9063,premium,9,4,0,0
2039,69,12528,premium,51,9,0,1
2040,41,11949,enterprise,41,5,0,0
2041,33,8862,premium,35,5,0,0
2042,64,8771,basic,26,6,0,1
2043,56,9927,basic,25,8,0,1
2044,56,13287,basic,56,8,0,1
2045,32,12943,enterprise,41,0,0,0
2046,69,3425,enterprise,57,5,1,1
2047,41,9744,basic,48,5,0,0
2048,45,6952,basic,46,2,1,1
2049,57,12392,basic,33,9,0,1
2050,52,8577,basic,15,2,0,0
2051,26,14887,enterprise,39,8,0,1
2052,33,7620,basic,43,1,0,0
2053,36,10828,basic,31,6,0,1
2054,67,3411,basic,2,7,0,1
2055,55,14120,basic,57,5,0,0
2056,37,3995,basic,49,1,0,0
2057,56,6918,premium,21,1,0,0
2058,56,12889,basic,30,6,1,1
2059,38,14576,basic,8,8,0,1
2060,38,8296,basic,56,5,0,0
2061,64,8301,basic,14,1,1,1
2062,47,2633,basic,23,7,0,1
2063,25,14725,basic,26,4,0,0
2064,55,2214,basic,16,0,0,0
2065,48,2339,basic,38,3,1,1
2066,44,8155,premium,59,2,0,0
2067,55,2047,premium,51,9,0,1
2068,65,4136,enterprise,32,9,0,1
2069,35,10160,basic,8,1,0,0
2070,39,11166,premium,51,5,0,0
2071,27,5876,premium,16,0,1,1
2072,51,12339,basic,54,4,0,0
2073,38,9900,basic,24,1,0,0
2074,35,4967,basic,31,7,0,1
2075,54,11261,premium,26,0,0,0
2076,39,9698,basic,27,9,0,1
2077,42,12557,basic,10,2,0,0
2078,40,4007,enterprise,33,2,0,0
2079,31,5001,basic,24,8,0,1
2080,24,5946,enterprise,51,9,0,1
2081,61,6438,premium,29,0,0,0
2082,22,13554,premium,57,1,0,0
2083,34,11523,premium,18,8,0,1
2084,52,9073,basic,20,9,1,1
2085,24,9025,premium,3,4,1,1
2086,52,13516,premium,44,1,0,0
2087,56,7808,premium,5,1,0,0
2088,52,4928,basic,17,2,0,0
2089,33,3779,basic,54,6,0,1
2090,19,6290,basic,37,0,0,0
2091,64,10492,basic,33,6,0,1
2092,34,8122,basic,48,8,1,1
2093,59,7483,premium,46,1,0,0
2094,28,8241,premium,53,9,0,1
2095,26,14673,premium,40,9,1,1
2096,58,14969,basic,27,2,0,0
2097,66,4096,basic,8,1,0,0
2098,62,3487,basic,22,3,0,0
2099,57,5176,basic,42,2,1,1
2100,30,13075,basic,15,2,1,1
2101,65,7973,basic,40,9,0,1
2102,52,13227,basic,8,1,0,0
2103,26,10407,basic,4,3,1,1
2104,24,9191,basic,22,7,1,1
2105,63,5659,basic,14,0,0,0
2106,32,6472,basic,52,0,0,0
2107,57,3920,premium,23,3,1,1
2108,25,8749,basic,25,9,0,1
2109,32,5644,basic,24,8,0,1
2110,32,5802,basic,19,9,0,1
2111,32,2514,enterprise,55,8,0,1
2112,53,12388,basic,44,1,0,0
2113,65,14210,premium,10,4,0,0
2114,65,8477,basic,13,5,0,0
2115,56,8968,premium,5,1,0,0
2116,28,14035,premium,16,9,0,1
2117,67,8649,basic,39,6,0,1
2118,46,10094,premium,56,8,0,1
2119,46,7565,basic,29,2,1,1
2120,54,8686,premium,5,7,0,1
2121,57,8784,basic,3,1,0,0
2122,67,11243,basic,25,0,0,0
2123,48,9854,enterprise,16,6,0,1
2124,49,8551,premium,35,0,1,1
2125,56,2985,basic,7,2,0,0
2126,31,13758,enterprise,14,7,1,1
2127,34,13547,basic,33,4,0,0
2128,50,4397,basic,17,3,0,0
2129,21,5813,premium,22,2,0,0
2130,34,14653,basic,14,6,0,1
2131,55,6173,basic,4,9,1,1
2132,68,12558,premium,21,7,0,1
2133,45,12214,basic,20,3,1,1
2134,38,13189,basic,54,4,0,0
2135,40,2208,basic,53,1,0,0
2136,53,8277,premium,26,1,1,1
2137,46,9351,basic,17,2,0,0
2138,19,12883,basic,25,3,0,0
2139,46,4918,premium,36,9,0,1
2140,38,5988,basic,23,8,0,1
2141,54,4338,basic,45,1,1,1
2142,63,11905,premium,57,3,0,0
2143,68,14985,premium,24,0,0,0
2144,49,3825,basic,7,0,0,0
2145,36,5030,premium,8,3,0,0
2146,41,5991,premium,52,9,1,1
2147,27,13557,basic,25,1,0,0
2148,66,7794,premium,20,6,0,1
2149,62,5665,premium,37,3,0,0
2150,62,6190,premium,57,5,0,0
2151,35,9775,basic,26,8,1,1
2152,34,7031,premium,19,8,0,1
2153,62,3825,enterprise,51,8,0,1
2154,46,12661,basic,5,4,0,0
2155,54,7489,premium,50,0,1,1
2156,43,5336,premium,31,9,0,1
2157,41,11469,premium,2,9,0,1
2158,50,11688,enterprise,14,8,1,1
2159,60,4015,basic,41,4,1,1
2160,35,2958,basic,45,2,0,0
2161,60,2590,basic,12,1,0,0
2162,30,11954,basic,39,3,0,0
2163,38,10134,basic,59,3,0,0
2164,65,12296,premium,41,2,0,0
2165,67,10143,enterprise,42,9,0,1
2166,66,7222,basic,12,6,0,1
2167,34,9664,premium,38,2,0,0
2168,61,11392,basic,42,6,0,1
2169,66,7184,basic,7,7,0,1
2170,68,13896,basic,19,5,0,0
2171,19,13694,basic,53,9,0,1
2172,56,12409,basic,59,9,0,1
2173,69,14899,premium,11,4,0,0
2174,57,7075,premium,44,4,0,0
2175,30,3483,basic,30,2,0,0
2176,57,8294,basic,35,7,0,1
2177,23,11696,basic,31,9,0,1
2178,42,12131,enterprise,52,6,0,1
2179,50,7050,enterprise,27,2,1,1
2180,41,5803,basic,35,5,0,0
2181,54,7791,basic,40,7,0,1
2182,30,12450,basic,33,0,0,0
2183,49,2787,premium,52,5,0,0
2184,51,6264,basic,15,6,0,1
2185,50,4988,basic,56,5,0,0
2186,33,12477,basic,41,6,0,1
2187,33,8105,basic,57,8,0,1
2188,31,3128,basic,23,1,1,1
2189,42,5403,basic,29,5,0,0
2190,48,2577,premium,3,7,0,1
2191,36,8182,basic,55,8,0,1
2192,39,14969,basic,49,4,0,0
2193,32,9374,basic,18,9,0,1
2194,29,13302,basic,4,3,0,0
2195,52,11653,premium,42,4,0,0
2196,60,13477,enterprise,40,8,1,1
2197,33,6043,basic,32,4,0,0
2198,62,14366,premium,10,3,0,0
2199,47,5102,premium,55,5,0,0
2200,26,7698,premium,26,6,1,1
2201,37,10856,basic,43,9,1,1
2202,18,5728,basic,51,6,0,1
2203,20,5437,basic,33,1,0,0
2204,35,3690,enterprise,6,0,0,0
2205,41,2054,premium,53,9,0,1
2206,59,8515,basic,40,4,1,1
2207,24,14827,basic,53,2,1,1
2208,61,4860,basic,37,2,0,0
2209,30,7722,basic,54,1,1,1
2210,25,14162,premium,52,1,0,0
2211,54,12040,basic,13,7,0,1
2212,58,2052,premium,11,6,0,1
2213,49,8507,premium,10,5,0,0
2214,24,3861,premium,48,0,1,1
2215,23,5211,premium,15,6,0,1
2216,38,5204,basic,27,9,0,1
2217,41,9962,premium,47,9,0,1
2218,69,4586,premium,26,3,0,0
2219,32,5274,basic,4,6,0,1
2220,28,4935,basic,22,2,0,0
2221,67,6639,basic,6,8,0,1
2222,26,10528,basic,23,9,0,1
2223,19,7199,basic,44,2,0,0
2224,39,6257,basic,31,4,0,0
2225,38,8728,premium,40,2,0,0
2226,50,9995,basic,7,6,0,1
2227,63,2199,basic,45,2,0,0
2228,66,13573,basic,26,6,0,1
2229,33,13913,basic,17,9,1,1
2230,69,9833,enterprise,39,8,0,1
2231,50,9469,basic,8,1,0,0
2232,21,11028,basic,30,1,1,1
